,,,,Per Game,Per Game,Per Game,Per Game,,,,,Corsi (EV),PDO (EV),Zone Starts (EV),Zone Starts (EV),Ice Time,Even Strength,Power Play,Scoring,Scoring,Goals,Goals,Scoring,Assists,Assists,Power Play,Power Play,Scoring
Player,Age,Tm,Pos,PTS,G,A,S,S,S%,SAtt.,Thru%,CF% rel,PDO,oZS%,dZS%,ATOI,TOI,TOI,GP,G,EV,PP,A,EV,PP,PPG/G,PPA/G,PTS
Oliver Kylington,18,CGY,D,0,0,0,1,1,0,2,50,-14.8,112.3,0,100,17:22,16:43,0:38,1,0,0,0,0,0,0,0,0,0
Daniel Sprong,18,PIT,RW,0.11,0.11,0,1.28,23,8.7,43,53.5,-5.1,99,53,47,8:44,8:15,0:24,18,2,2,0,0,0,0,0,0,2
Pavel Zacha,18,NJD,C,2,0,2,3,3,0,4,75,7.3,140,33.3,66.7,16:51,11:42,4:14,1,0,0,0,2,2,0,0,0,2
Sam Bennett,19,CGY,C,0.47,0.23,0.23,1.77,136,13.2,240,56.7,0.9,98.2,54.7,45.3,15:09,13:09,1:57,77,18,15,3,18,13,5,0.039,0.065,36
Nikolaj Ehlers,19,WPG,RW,0.53,0.21,0.32,2.32,167,9,304,54.9,3.9,99.1,56.3,43.7,16:06,13:46,2:18,72,15,11,4,23,16,7,0.056,0.097,38
Jack Eichel,19,BUF,C,0.69,0.3,0.4,2.94,238,10.1,434,54.8,0.2,99.4,55.1,44.9,19:07,15:42,3:02,81,24,16,8,32,19,13,0.099,0.16,56
Aaron Ekblad,19,FLA,D,0.46,0.19,0.27,2.33,182,8.2,324,56.2,3.8,101.7,55.6,44.4,21:41,18:06,2:50,78,15,12,3,21,15,6,0.038,0.077,36
Kevin Fiala,19,NSH,LW,0.2,0.2,0,2.2,11,9.1,19,57.9,8.1,99.6,76.5,23.5,13:09,12:30,0:38,5,1,1,0,0,0,0,0,0,1
Noah Hanifin,19,CAR,D,0.28,0.05,0.23,1.54,122,3.3,280,43.6,-1.4,98.2,55.8,44.2,17:54,15:26,2:22,79,4,3,1,18,12,6,0.013,0.076,22
Kasperi Kapanen,19,TOR,RW,0,0,0,1.56,14,0,23,60.9,2.9,95,75.7,24.3,14:47,13:01,1:44,9,0,0,0,0,0,0,0,0,0
Dylan Larkin,19,DET,C,0.56,0.29,0.28,2.76,221,10.4,390,56.7,0.9,102.6,61,39,16:33,14:23,2:02,80,23,19,4,22,21,1,0.05,0.013,45
Jared McCann,19,VAN,C,0.26,0.13,0.13,1.54,106,8.5,199,53.3,0,99.7,53.5,46.5,12:31,11:21,1:07,69,9,8,1,9,7,2,0.014,0.029,18
Connor McDavid,19,EDM,C,1.07,0.36,0.71,2.33,105,15.2,156,67.3,6.2,98.2,53.5,46.5,18:53,15:08,2:57,45,16,13,3,32,21,11,0.067,0.244,48
Sonny Milano,19,CBJ,LW,0.33,0,0.33,0.67,2,0,5,40,10,105.4,65.4,34.6,13:23,13:22,0:00,3,0,0,0,1,1,0,0,0,1
William Nylander,19,TOR,C,0.59,0.27,0.32,1.95,43,14,99,43.4,4.9,101.3,62,38,16:20,13:36,2:42,22,6,5,1,7,5,2,0.045,0.091,13
David Pastrnak,19,BOS,RW,0.51,0.29,0.22,2.12,108,13.9,173,61.8,3.2,100.4,51.3,48.8,13:57,13:29,0:28,51,15,15,0,11,10,1,0,0.02,26
Mikko Rantanen,19,COL,RW,0,0,0,1,9,0,17,52.9,-7.1,85.4,47.7,52.3,8:57,8:55,0:00,9,0,0,0,0,0,0,0,0,0
Jake Virtanen,19,VAN,RW,0.24,0.13,0.11,1.71,94,7.4,174,54,3.3,98.5,52.7,47.3,11:34,10:39,0:54,55,7,6,1,6,6,0,0.018,0,13
Justin Bailey,20,BUF,RW,0,0,0,2.75,22,0,28,78.6,-1.2,91.9,52.9,47.1,11:36,11:19,0:16,8,0,0,0,0,0,0,0,0,0
Aleksander Barkov,20,FLA,C,0.89,0.42,0.47,2.59,171,16.4,255,67.1,-0.9,103.4,46.2,53.8,19:26,14:47,2:50,66,28,18,9,31,23,7,0.136,0.106,59
Chris Bigras,20,COL,D,0.1,0.03,0.06,0.68,21,4.8,47,44.7,-1.6,100.3,60.4,39.6,13:21,12:46,0:01,31,1,1,0,2,2,0,0,0,3
Oliver Bjorkstrand,20,CBJ,RW,0.67,0.33,0.33,2.08,25,16,44,56.8,-0.6,105.3,50.8,49.2,15:59,13:48,2:07,12,4,4,0,4,4,0,0,0,8
Andre Burakovsky,20,WSH,LW,0.48,0.22,0.27,1.59,126,13.5,238,52.9,0.8,100.1,57.9,42.1,13:01,12:12,0:48,79,17,17,0,21,17,4,0,0.051,38
Laurent Dauphin,20,ARI,C,0.13,0.13,0,0.88,7,14.3,16,43.8,-0.2,102.5,55.6,44.4,11:19,10:18,0:06,8,1,1,0,0,0,0,0,0,1
Jacob de La Rose,20,MTL,LW,0.05,0,0.05,0.91,20,0,45,44.4,-9.4,97.7,25.5,74.5,12:26,11:04,0:02,22,0,0,0,1,1,0,0,0,1
Chase De Leo,20,WPG,C,0,0,0,1,2,0,0,,-29.9,116.7,33.3,66.7,9:25,9:00,0:24,2,0,0,0,0,0,0,0,0,0
Jason Dickinson,20,DAL,C,1,1,0,2,2,50,3,66.7,-13.1,125,100,0,11:55,11:55,0:00,1,1,1,0,0,0,0,0,0,1
Max Domi,20,ARI,LW,0.64,0.22,0.42,1.93,156,11.5,297,52.5,-0.5,102,58,42,16:22,13:04,2:59,81,18,15,3,34,21,12,0.037,0.148,52
Leon Draisaitl,20,EDM,C,0.71,0.26,0.44,1.85,133,14.3,214,62.1,4.5,99.1,55,45,18:03,15:26,2:33,72,19,14,5,32,28,4,0.069,0.056,51
Jonathan Drouin,20,TBL,LW,0.48,0.19,0.29,1.19,25,16,56,44.6,0.8,104.7,58.7,41.3,14:27,12:24,2:00,21,4,4,0,6,4,2,0,0.095,10
Anthony Duclair,20,ARI,LW,0.54,0.25,0.3,1.3,105,19,183,56.8,3.9,103.4,61.3,38.7,14:22,11:30,2:49,81,20,12,8,24,20,4,0.099,0.049,44
Robby Fabbri,20,STL,C,0.51,0.25,0.26,1.58,114,15.8,193,59.1,1.8,99.1,53.3,46.7,13:19,11:51,1:26,72,18,16,2,19,13,6,0.028,0.083,37
Hudson Fasching,20,BUF,RW,0.29,0.14,0.14,1.29,9,11.1,15,60,7,105.1,56.4,43.6,11:31,11:31,0:00,7,1,1,0,1,1,0,0,0,2
Frederik Gauthier,20,TOR,C,0.14,0,0.14,0.43,3,0,7,42.9,-12,90.9,39.7,60.3,13:51,10:48,0:02,7,0,0,0,1,0,0,0,0,1
Nikolay Goldobin,20,SJS,LW,0.22,0.11,0.11,0.78,7,14.3,16,43.8,-6.8,104.6,43.8,56.3,11:11,11:08,0:01,9,1,1,0,1,1,0,0,0,2
Bo Horvat,20,VAN,C,0.49,0.2,0.29,1.89,155,10.3,245,63.3,-2.1,97.1,43,57,17:08,13:04,1:47,82,16,12,4,24,16,8,0.049,0.098,40
Curtis Lazar,20,OTT,RW,0.26,0.08,0.18,1.03,78,7.7,141,55.3,-6.6,100.3,42.6,57.4,13:52,11:35,0:50,76,6,4,1,14,10,1,0.013,0.013,20
Brett Lernout,20,MTL,D,0,0,0,0,0,,0,,-17.3,100,33.3,66.7,6:30,6:30,0:00,1,0,0,0,0,0,0,0,0,0
Tobias Lindberg,20,TOR,RW,0.33,0,0.33,2,12,0,25,48,3.7,102.9,58,42,15:50,13:16,1:55,6,0,0,0,2,2,0,0,0,2
Nathan MacKinnon,20,COL,C,0.72,0.29,0.43,3.4,245,8.6,415,58.6,4.3,99.7,57.8,42.2,18:52,15:23,2:54,72,21,14,7,31,21,9,0.097,0.125,52
Michael McCarron,20,MTL,RW,0.1,0.05,0.05,2.05,41,2.4,56,73.2,-4.1,93.8,42.5,57.5,11:41,10:27,1:13,20,1,1,0,1,1,0,0,0,2
Josh Morrissey,20,WPG,D,0,0,0,1,1,0,1,100,-10.3,100,80,20,15:54,15:45,0:09,1,0,0,0,0,0,0,0,0,0
Mirco Mueller,20,SJS,D,0,0,0,0.73,8,0,19,42.1,-0.4,92.2,54.4,45.6,10:36,10:14,0:21,11,0,0,0,0,0,0,0,0,0
Valeri Nichushkin,20,DAL,RW,0.37,0.11,0.25,1.76,139,6.5,246,56.5,-0.1,100.6,53.8,46.2,13:56,12:56,0:59,79,9,8,1,20,19,1,0.013,0.013,29
Darnell Nurse,20,EDM,D,0.14,0.04,0.1,1.74,120,2.5,241,49.8,-5.8,99.1,46,54,20:14,17:57,0:13,69,3,3,0,7,5,1,0,0.014,10
Nick Paul,20,OTT,LW,0.21,0.08,0.13,1.17,28,7.1,51,54.9,-2.4,99,35.7,64.3,12:12,11:55,0:10,24,2,2,0,3,3,0,0,0,5
Nic Petan,20,WPG,LW,0.23,0.08,0.15,0.96,25,8,52,48.1,-1.1,101.9,53,47,11:45,9:55,1:48,26,2,2,0,4,3,1,0,0.038,6
Sam Reinhart,20,BUF,C,0.53,0.29,0.24,2.09,165,13.9,275,60,5.2,98.9,52.6,47.4,16:50,13:52,2:56,79,23,15,8,19,17,2,0.101,0.025,42
Nick Ritchie,20,ANA,LW,0.12,0.06,0.06,1.67,55,3.6,101,54.5,0,98.4,55.2,44.8,11:46,11:03,0:41,33,2,2,0,2,2,0,0,0,4
Steven Santini,20,NJD,D,0,0,0,1,1,0,1,100,-30.9,140,50,50,14:35,14:13,0:22,1,0,0,0,0,0,0,0,0,0
Shea Theodore,20,ANA,D,0.42,0.16,0.26,1.47,28,10.7,61,45.9,-5.3,105.7,54.3,45.7,19:07,15:08,2:46,19,3,1,2,5,4,1,0.105,0.053,8
Sergey Tolchinsky,20,CAR,LW,0.5,0,0.5,0.5,1,0,3,33.3,14.6,109.1,42.9,57.1,11:48,11:47,0:00,2,0,0,0,1,1,0,0,0,1
Rinat Valiev,20,TOR,D,0,0,0,0.7,7,0,18,38.9,-0.5,99.1,51.2,48.8,12:15,12:14,0:00,10,0,0,0,0,0,0,0,0,0
Miles Wood,20,NJD,LW,0,0,0,2,2,0,2,100,-4.4,100,0,100,13:06,12:59,0:07,1,0,0,0,0,0,0,0,0,0
Nikita Zadorov,20,COL,D,0.09,0,0.09,0.82,18,0,43,41.9,0.5,97.9,42.9,57.1,16:56,15:38,0:25,22,0,0,0,2,2,0,0,0,2
Josh Anderson,21,CBJ,RW,0.33,0.08,0.25,0.92,11,9.1,22,50,-3.5,102.2,37.5,62.5,10:42,10:36,0:01,12,1,1,0,3,3,0,0,0,4
Andreas Athanasiou,21,DET,C,0.38,0.24,0.14,1.43,53,17,85,62.4,-3.7,100.6,64.2,35.8,9:01,8:29,0:01,37,9,8,0,5,5,0,0,0,14
Christoph Bertschy,21,MIN,C,0,0,0,1,3,0,4,75,-25.9,100,42.9,57.1,6:57,6:56,0:00,3,0,0,0,0,0,0,0,0,0
Joseph Blandisi,21,NJD,LW,0.41,0.12,0.29,1.05,43,11.6,80,52.5,1.2,96.1,46.9,53.1,15:36,13:29,2:05,41,5,1,4,12,10,2,0.098,0.049,17
Connor Carrick,21,TOT,D,0.21,0.11,0.11,1.11,21,9.5,59,35.6,3.8,94.4,51.4,48.6,15:32,14:35,0:32,19,2,2,0,2,1,1,0,0.053,4
Trevor Carrick,21,CAR,D,0,0,0,1.5,3,0,6,50,3.5,95.3,70,30,16:40,16:11,0:28,2,0,0,0,0,0,0,0,0,0
Andrew Copp,21,WPG,C,0.17,0.09,0.08,0.7,54,13,90,61.1,-4.1,104.4,46.1,53.9,8:00,7:09,0:01,77,7,7,0,6,6,0,0,0,13
Marko Dano,21,TOT,C,0.29,0.15,0.15,1.59,54,9.3,92,58.7,1.9,95.8,60.5,39.5,12:15,11:24,0:49,34,5,5,0,5,4,1,0,0.029,10
Mathew Dumba,21,MIN,D,0.32,0.12,0.2,1.88,152,6.6,328,46.3,1,101.1,57.8,42.2,16:50,14:29,2:10,81,10,4,6,16,10,6,0.074,0.074,26
Filip Forsberg,21,NSH,LW,0.78,0.4,0.38,3.01,247,13.4,490,50.4,5.6,98.4,76,24,19:03,14:38,2:38,82,33,24,8,31,16,15,0.098,0.183,64
Alex Galchenyuk,21,MTL,C,0.68,0.37,0.32,2.45,201,14.9,360,55.8,2.7,98.3,64.9,35.1,16:16,13:39,2:33,82,30,21,9,26,19,7,0.11,0.085,56
Brendan Gaunce,21,VAN,C,0.05,0.05,0,1.7,34,2.9,52,65.4,3.8,93.2,41.4,58.6,12:46,11:15,0:24,20,1,1,0,0,0,0,0,0,1
Mikhail Grigorenko,21,COL,C,0.36,0.08,0.28,1.14,84,7.1,143,58.7,0.5,102.9,52.7,47.3,13:16,11:21,1:21,74,6,5,1,21,18,3,0.014,0.041,27
Ben Harpur,21,OTT,D,0.2,0,0.2,0.6,3,0,4,75,-5.4,104.1,44.8,55.2,13:40,13:22,0:00,5,0,0,0,1,1,0,0,0,1
Ryan Hartman,21,CHI,RW,0.33,0,0.33,1,3,0,10,30,-6.7,96.5,77.3,22.7,9:14,9:14,0:00,3,0,0,0,1,1,0,0,0,1
Vinnie Hinostroza,21,CHI,C,0,0,0,0.86,6,0,10,60,-8.9,97.9,54.3,45.7,8:41,8:32,0:08,7,0,0,0,0,0,0,0,0,0
Charles Hudon,21,MTL,LW,0.67,0,0.67,1,3,0,7,42.9,-5,114.3,36.8,63.2,10:42,9:58,0:43,3,0,0,0,2,2,0,0,0,2
Ross Johnston,21,NYI,LW,0,0,0,0,0,,0,,-16.5,100,25,75,16:17,14:30,1:22,1,0,0,0,0,0,0,0,0,0
Seth Jones,21,TOT,D,0.38,0.04,0.35,1.94,157,1.9,344,45.6,3,97.4,52.7,47.3,22:05,17:28,2:32,81,3,2,1,28,15,12,0.012,0.148,31
Jujhar Khaira,21,EDM,LW,0.13,0,0.13,0.93,14,0,30,46.7,2.5,98.5,31.6,68.4,10:21,10:17,0:03,15,0,0,0,2,2,0,0,0,2
Slater Koekkoek,21,TBL,D,0.11,0,0.11,1.22,11,0,22,50,10.2,96.6,66.7,33.3,10:19,10:15,0:01,9,0,0,0,1,1,0,0,0,1
Scott Laughton,21,PHI,C,0.3,0.1,0.2,1.2,85,8.2,144,58.3,-4,100.7,53.7,46.3,10:26,9:38,0:04,71,7,7,0,14,14,0,0,0,21
Taylor Leier,21,PHI,LW,0,0,0,0.5,3,0,9,33.3,-18.4,100,52.2,47.8,7:43,7:39,0:01,6,0,0,0,0,0,0,0,0,0
Brendan Leipsic,21,TOR,LW,0.5,0.17,0.33,1.83,11,9.1,19,57.9,0.8,95.5,49.1,50.9,14:14,12:12,2:01,6,1,1,0,2,1,1,0,0.167,3
Esa Lindell,21,DAL,D,0,0,0,0.5,2,0,9,22.2,-14.2,87.3,51.5,48.5,14:03,13:38,0:00,4,0,0,0,0,0,0,0,0,0
Elias Lindholm,21,CAR,C,0.48,0.13,0.34,2.15,176,6.3,294,59.5,3.7,95.7,54.4,45.6,18:07,14:41,2:35,82,11,9,2,28,14,14,0.024,0.171,39
Olli Maatta,21,PIT,D,0.28,0.09,0.19,1.42,95,6.3,190,50,-2.1,103.6,55.3,44.7,19:58,17:28,0:41,67,6,6,0,13,11,1,0,0.015,19
Anthony Mantha,21,DET,RW,0.3,0.2,0.1,1.8,18,11.1,29,62.1,4.6,86.5,67.2,32.8,11:42,9:45,1:57,10,2,0,2,1,1,0,0.2,0,3
Mike Matheson,21,FLA,D,0,0,0,1.33,4,0,8,50,9.4,104,54.5,45.5,17:32,17:23,0:01,3,0,0,0,0,0,0,0,0,0
Stefan Matteau,21,TOT,LW,0.06,0.03,0.03,0.84,27,3.7,53,50.9,-0.7,92.9,47.9,52.1,10:17,9:49,0:26,32,1,1,0,1,1,0,0,0,2
Brock McGinn,21,CAR,LW,0.19,0.14,0.05,1.19,25,12,35,71.4,-9.3,88.4,48.4,51.6,11:11,10:39,0:09,21,3,3,0,1,1,0,0,0,4
Sean Monahan,21,CGY,C,0.78,0.33,0.44,2.43,197,13.7,336,58.6,1.1,99.3,55.3,44.7,19:10,15:07,3:14,81,27,20,7,36,23,13,0.086,0.16,63
Gustav Olofsson,21,MIN,D,0,0,0,0.5,1,0,5,20,0.8,100,37.5,62.5,9:12,8:52,0:00,2,0,0,0,0,0,0,0,0,0
Adam Pelech,21,NYI,D,0.22,0,0.22,0.89,8,0,18,44.4,-4.7,99.9,42.7,57.3,17:35,15:05,0:31,9,0,0,0,2,2,0,0,0,2
Brett Pesce,21,CAR,D,0.23,0.06,0.17,1.23,85,4.7,180,47.2,-2.1,98.6,50.7,49.3,18:46,16:40,0:57,69,4,3,1,12,8,4,0.014,0.058,16
Emile Poirier,21,CGY,LW,0,0,0,1.5,3,0,8,37.5,18.4,83.3,73.7,26.3,13:54,13:25,0:28,2,0,0,0,0,0,0,0,0,0
Ryan Pulock,21,NYI,D,0.27,0.13,0.13,1,15,13.3,41,36.6,7.8,101.7,57.5,42.5,15:44,14:10,1:12,15,2,2,0,2,2,0,0,0,4
Morgan Rielly,21,TOR,D,0.44,0.11,0.33,2.04,167,5.4,414,40.3,-1.7,99,47.1,52.9,23:14,19:02,1:49,82,9,6,2,27,21,6,0.024,0.073,36
Rasmus Ristolainen,21,BUF,D,0.5,0.11,0.39,2.46,202,4.5,390,51.8,-3.5,98.6,43.7,56.3,25:17,19:30,3:07,82,9,5,4,32,15,17,0.049,0.207,41
Kerby Rychel,21,CBJ,LW,0.28,0.06,0.22,1,32,6.3,55,58.2,-2,105.9,44.4,55.6,9:31,9:28,0:02,32,2,2,0,7,7,0,0,0,9
Damon Severson,21,NJD,D,0.29,0.01,0.28,1.31,94,1.1,201,46.8,3.6,100,56.2,43.8,18:10,16:09,1:42,72,1,1,0,20,15,5,0,0.069,21
Hunter Shinkaruk,21,TOT,C,0.38,0.25,0.13,1.5,12,16.7,23,52.2,2.5,89.4,36.9,63.1,14:58,13:04,1:51,8,2,1,1,1,0,1,0.125,0.125,3
Devin Shore,21,DAL,C,0,0,0,0.33,1,0,2,50,-14.1,122.7,45,55,12:07,12:05,0:01,3,0,0,0,0,0,0,0,0,0
Patrick Sieloff,21,CGY,D,1,1,0,1,1,100,3,33.3,15.1,120,25,75,17:59,15:25,0:00,1,1,1,0,0,0,0,0,0,1
Dominik Simon,21,PIT,C,0.33,0,0.33,0.67,2,0,2,100,1.9,92.9,85.7,14.3,6:04,6:04,0:00,3,0,0,0,1,1,0,0,0,1
Brady Skjei,21,NYR,D,0,0,0,0.86,6,0,17,35.3,-6,104.6,41.3,58.7,17:44,14:57,0:17,7,0,0,0,0,0,0,0,0,0
Jaccob Slavin,21,CAR,D,0.32,0.03,0.29,1.33,84,2.4,185,45.4,1.3,99.4,50.1,49.9,20:59,18:00,0:51,63,2,2,0,18,13,4,0,0.063,20
Anton Slepyshev,21,EDM,RW,0.09,0,0.09,0.45,5,0,16,31.3,1.2,90.9,53.2,46.8,8:41,8:29,0:12,11,0,0,0,1,1,0,0,0,1
Chandler Stephenson,21,WSH,C,0,0,0,0.22,2,0,4,50,-0.2,87,63.4,36.6,7:51,7:47,0:02,9,0,0,0,0,0,0,0,0,0
Oskar Sundqvist,21,PIT,C,0.22,0.06,0.17,0.72,13,7.7,21,61.9,-4.8,98.8,53.9,46.1,10:19,9:51,0:02,18,1,0,0,3,3,0,0,0,4
Teuvo Teravainen,21,CHI,C,0.45,0.17,0.28,1.74,136,9.6,245,55.5,0.3,99.1,43,57,15:21,12:48,1:45,78,13,11,2,22,14,7,0.026,0.09,35
Chris Tierney,21,SJS,C,0.25,0.09,0.16,1.22,96,7.3,143,66.4,-5.5,96.7,43.8,56.2,13:12,11:30,0:10,79,7,5,1,13,13,0,0.013,0,20
Jacob Trouba,21,WPG,D,0.26,0.07,0.19,1.64,133,4.5,283,47,-0.3,100.3,50.5,49.5,22:04,18:03,1:17,81,6,5,0,15,10,4,0,0.049,21
Nikita Tryamkin,21,VAN,D,0.15,0.08,0.08,0.85,11,9.1,35,31.4,-5,100.2,50.7,49.3,17:31,16:09,0:06,13,1,1,0,1,1,0,0,0,2
Frank Vatrano,21,BOS,C,0.28,0.21,0.08,2.54,99,8.1,151,66.2,-0.6,97.2,63.6,36.4,11:53,11:40,0:11,39,8,8,0,3,3,0,0,0,11
Alexander Wennberg,21,CBJ,C,0.58,0.12,0.46,1.41,97,8.2,169,56.8,1.9,100.4,54.9,45.1,15:52,12:59,2:10,69,8,7,1,32,21,11,0.014,0.159,40
Tom Wilson,21,WSH,RW,0.28,0.09,0.2,1.21,99,7.1,188,52.1,-5.8,101.2,50.2,49.8,12:55,11:13,0:06,82,7,7,0,16,14,1,0,0.012,23
Sven Andrighetto,22,MTL,RW,0.39,0.16,0.23,1.68,74,9.5,131,56.5,3,100.4,64.1,35.9,14:07,12:45,1:20,44,7,6,1,10,9,1,0.023,0.023,17
Joel Armia,22,WPG,RW,0.23,0.09,0.14,1.21,52,7.7,97,53.6,-0.2,99.2,50.6,49.4,12:10,11:13,0:32,43,4,4,0,6,4,0,0,0,10
Viktor Arvidsson,22,NSH,LW,0.29,0.14,0.14,2.48,139,5.8,228,61,2.1,96,51.5,48.5,12:24,11:57,0:20,56,8,7,1,8,8,0,0.018,0,16
Reid Boucher,22,NJD,LW,0.49,0.21,0.28,1.9,74,10.8,123,60.2,-2,97.7,46.5,53.5,14:16,12:23,1:52,39,8,6,2,11,7,4,0.051,0.103,19
Jonas Brodin,22,MIN,D,0.1,0.03,0.07,0.85,58,3.4,141,41.1,-4.5,100.4,39.6,60.4,20:25,18:29,0:06,68,2,2,0,5,5,0,0,0,7
Connor Brown,22,TOR,RW,0.86,0.14,0.71,1.57,11,9.1,20,55,1.8,96,61.1,38.9,14:58,11:04,3:26,7,1,0,1,5,1,3,0.143,0.429,6
Daniel Catenacci,22,BUF,C,0,0,0,0.64,7,0,8,87.5,-5.4,95.7,60.4,39.6,8:44,8:41,0:02,11,0,0,0,0,0,0,0,0,0
Cody Ceci,22,OTT,D,0.35,0.13,0.21,1.55,116,8.6,232,50,-4.7,102.8,45.8,54.2,19:18,16:17,0:32,75,10,10,0,16,14,2,0,0.027,26
Frank Corrado,22,TOR,D,0.15,0.03,0.13,1.18,46,2.2,112,41.1,0.5,94.9,57.8,42.2,14:27,13:15,0:31,39,1,1,0,5,4,1,0,0.026,6
Nick Cousins,22,PHI,C,0.31,0.17,0.14,1.14,41,14.6,67,61.2,3.1,101.8,57.1,42.9,10:44,10:18,0:25,36,6,6,0,5,3,2,0,0.056,11
Phillip Danault,22,TOT,C,0.2,0.08,0.12,1.41,72,5.6,123,58.5,2.1,98,33.3,66.7,12:45,11:57,0:06,51,4,4,0,6,6,0,0,0,10
Dylan DeMelo,22,SJS,D,0.09,0.04,0.04,0.93,42,4.8,97,43.3,0.6,98.7,55.4,44.6,13:37,12:23,1:06,45,2,0,2,2,0,2,0.044,0.044,4
Phillip Di Giuseppe,22,CAR,LW,0.38,0.08,0.31,1,68,10.3,120,56.7,-2.5,101.7,51.3,48.7,14:16,13:29,0:46,41,7,7,0,10,10,0,0,0,17
Darren Dietz,22,MTL,D,0.41,0.17,0.24,1.66,13,7.7,24,54.2,3.6,98,51.8,48.2,14:32,14:03,0:10,13,1,1,0,4,4,0,0,0,5
Joel Edmundson,22,STL,D,0.13,0.01,0.12,1.34,90,1.1,187,48.1,2.2,99.5,49,51,14:56,13:48,0:01,67,1,1,0,8,8,0,0,0,9
Radek Faksa,22,DAL,C,0.27,0.11,0.16,1.49,67,7.5,116,57.8,2.6,101.8,42.1,57.9,12:21,10:57,0:04,45,5,5,0,7,6,1,0,0.022,12
Kurtis Gabriel,22,MIN,RW,0,0,0,0.33,1,0,1,100,-12.7,120,45.5,54.5,4:30,4:29,0:00,3,0,0,0,0,0,0,0,0,0
Tyler Gaudet,22,ARI,C,0.21,0.07,0.14,0.43,6,16.7,14,42.9,-1.3,97,40,60,10:36,9:11,0:02,14,1,1,0,2,2,0,0,0,3
Johnny Gaudreau,22,CGY,LW,0.99,0.38,0.61,2.75,217,13.8,371,58.5,3.1,100.2,56.7,43.3,19:56,16:16,3:36,79,30,24,6,48,33,15,0.076,0.19,78
Zemgus Girgensons,22,BUF,C,0.25,0.1,0.15,1.55,110,6.4,179,61.5,0.7,100.2,48.8,51.2,15:02,13:07,0:51,71,7,6,1,11,9,1,0.014,0.014,18
Barclay Goodrow,22,SJS,RW,0.21,0,0.21,0.5,7,0,12,58.3,-7.1,101.2,51.5,48.5,10:16,9:17,0:02,14,0,0,0,3,2,0,0,0,3
Shayne Gostisbehere,22,PHI,D,0.72,0.27,0.45,2.38,152,11.2,341,44.6,-0.1,102.4,61.9,38.1,20:05,15:59,4:00,64,17,9,8,29,15,14,0.125,0.219,46
Markus Granlund,22,TOT,C,0.21,0.13,0.09,1.19,56,10.7,113,49.6,-3.9,100.5,54.4,45.6,13:47,11:52,0:44,47,6,5,0,4,3,0,0,0,10
Tyler Graovac,22,MIN,C,0,0,0,1,2,0,6,33.3,-4.2,87.5,53.8,46.2,11:37,11:36,0:00,2,0,0,0,0,0,0,0,0,0
Rocco Grimaldi,22,FLA,C,0.25,0.15,0.1,1.45,29,10.3,48,60.4,1.8,97.1,56.2,43.8,11:52,11:20,0:30,20,3,3,0,2,2,0,0,0,5
Dougie Hamilton,22,CGY,D,0.52,0.15,0.38,2.32,190,6.3,381,49.9,2.1,97.6,49.9,50.1,19:46,16:52,2:25,82,12,7,5,31,20,11,0.061,0.134,43
Markus Hannikainen,22,CBJ,LW,0,0,0,0.75,3,0,3,100,-22.1,90,35.7,64.3,7:09,7:02,0:03,4,0,0,0,0,0,0,0,0,0
Scott Harrington,22,TOR,D,0.07,0,0.07,0.6,9,0,31,29,3.5,100.5,58.7,41.3,13:06,12:21,0:01,15,0,0,0,1,1,0,0,0,1
Tomas Hertl,22,SJS,C,0.57,0.26,0.31,2.49,202,10.4,348,58,6.5,100.6,49.3,50.7,15:58,14:18,1:37,81,21,18,3,25,21,4,0.037,0.049,46
Jonathan Huberdeau,22,FLA,LW,0.78,0.26,0.51,2.29,174,11.5,269,64.7,-0.3,103.2,43.2,56.8,18:09,14:54,2:41,76,20,15,4,39,30,9,0.053,0.118,59
Ben Hutton,22,VAN,D,0.33,0.01,0.32,1.39,104,1,237,43.9,-0.8,98.2,54,46,19:52,16:40,2:16,75,1,1,0,24,17,7,0,0.093,25
Dmitrij Jaskin,22,STL,RW,0.2,0.06,0.14,1.42,92,4.3,159,57.9,3.6,99.3,47.2,52.8,11:52,11:35,0:15,65,4,4,0,9,9,0,0,0,13
Boone Jenner,22,CBJ,C,0.6,0.37,0.23,2.74,225,13.3,344,65.4,-2.9,98.4,45,55,16:25,14:04,2:04,82,30,20,9,19,14,5,0.11,0.061,49
Alexander Khokhlachev,22,BOS,C,0,0,0,0.8,4,0,10,40,5.8,92.3,55.3,44.7,10:15,10:14,0:00,5,0,0,0,0,0,0,0,0,0
Oscar Klefbom,22,EDM,D,0.4,0.13,0.27,1.6,48,8.3,104,46.2,2.8,97.8,47.1,52.9,21:53,17:21,1:52,30,4,4,0,8,5,3,0,0.1,12
Scott Kosmachuk,22,WPG,RW,0.38,0,0.38,1.13,9,0,12,75,-14.9,104.5,34,66,11:32,11:06,0:25,8,0,0,0,3,3,0,0,0,3
Nikita Kucherov,22,TBL,RW,0.86,0.39,0.47,2.71,209,14.4,402,52,3.4,101.4,60.6,39.4,18:13,14:55,3:15,77,30,21,9,36,20,16,0.117,0.208,66
Dean Kukan,22,CBJ,D,0,0,0,0.38,3,0,6,50,5.9,114.8,45.1,54.9,17:21,16:39,0:22,8,0,0,0,0,0,0,0,0,0
